,Unnamed: 0,accident_id,accident_year,outcome,num_parties,party1_type,party2_type,accident_nature,road_situation,built_up_area,speed_limit_kmh,street_lighting,road_surface,road_condition,light_condition,weather_condition,street_name,municipality,shape,geometry,longitude,latitude,cluster,future_hotspot_spatial,outcome_encoded,future_hotspot_pred
83,4355,20220210372,2022,Letsel,2,fiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Van Baerlestraat,amsterdam,POINT (120505.20740000159 485328.21400000155),POINT (4.880877312586393 52.35477051846081),4.880877312586393,52.35477051846081,1,1,1,1
84,4447,20220211257,2022,Uitsluitend materiele schade,2,personenauto,e-bike,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Dollardpad,amsterdam,POINT (124614.04050000012 490184.5223999992),POINT (4.940747250630038 52.39865838013339),4.940747250630038,52.39865838013339,1,1,2,1
85,4540,20220210664,2022,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Schemer,Droog,Amsteldijk,amsterdam,POINT (122142.39719999954 485457.1449000016),POINT (4.904895142482459 52.356029612268806),4.904895142482459,52.356029612268806,1,1,2,1
86,4602,20220210750,2022,Uitsluitend materiele schade,2,motor,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Beethovenstraat,amsterdam,POINT (120239.80700000003 484063.875),POINT (4.877112417423186 52.34339077776129),4.877112417423186,52.34339077776129,1,1,2,1
87,4630,20220212176,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,De Clercqstraat,amsterdam,POINT (119525.63980000094 487029.2404999994),POINT (4.866319987455948 52.36999574510904),4.866319987455948,52.36999574510904,1,1,2,1
88,5024,20230111206,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Unknown,Droog,Schemer,Droog,Velserweg,amsterdam,POINT (118107.78390000015 488846.26520000026),POINT (4.845302408511265 52.38623233901139),4.845302408511265,52.38623233901139,1,1,1,1
89,5029,20230111834,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,Rechte weg,Binnen,30.0,Brandend,Klinkers,Nat,Duisternis,Droog,Dammerweg,amsterdam,POINT (133344.3359999992 477516.26900000125),POINT (5.069832920621016 52.285216350102665),5.069832920621016,52.285216350102665,-1,0,2,0
90,5043,20230111864,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Regen,De Boelelaan,amsterdam,POINT (121087.06170000136 483104.4959000014),POINT (4.8896417156608125 52.334821436355185),4.8896417156608125,52.33482143635519,1,1,1,1
91,5116,20230036706,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Borneolaan,amsterdam,POINT (124434.05600000173 487123.57979999855),POINT (4.93838137178769 52.37113872607553),4.93838137178769,52.37113872607553,1,1,2,1
92,5215,20230020997,2023,Uitsluitend materiele schade,2,personenauto,snorfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Klinkers,Nat,Duisternis,Sneeuw/Hagel,Keizersgracht,amsterdam,POINT (120757.40089999884 487062.5335999988),POINT (4.88440236077997 52.37037314433008),4.88440236077997,52.37037314433008,1,1,2,1
93,5238,20230077192,2023,Uitsluitend materiele schade,1,fiets,unknown,Voetganger,Rechte weg,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,Droog,Schipbeekstraat,amsterdam,POINT (121660.04699999839 484480.0879999995),POINT (4.8979118945105835 52.34721941650949),4.897911894510584,52.34721941650949,1,1,2,1
94,5335,20230024607,2023,Uitsluitend materiele schade,3,personenauto,fiets,Los voorwerp,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Van Woustraat,amsterdam,POINT (122062.23600000143 484801.19200000167),POINT (4.903782731327625 52.35012954189821),4.903782731327625,52.35012954189821,1,1,2,1
95,5348,20230036451,2023,Letsel,2,personenauto,fiets,Onbekend,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Van Baerlestraat,amsterdam,POINT (120320.40139999986 485788.61410000175),POINT (4.878117300458627 52.358896639829766),4.878117300458627,52.358896639829766,1,1,1,1
96,5357,20230020602,2023,Letsel,2,e-bike,unknown,Eenzijdig,"Kruispunt, 3 takken",Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Slatuinenweg,amsterdam,POINT (119344.3563000001 486923.6953999996),POINT (4.863669430112293 52.369035443451935),4.863669430112293,52.369035443451935,1,1,1,1
97,5443,20230020742,2023,Uitsluitend materiele schade,2,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Van Hallstraat,amsterdam,POINT (119779.8574000001 488651.7021000013),POINT (4.869882561693426 52.384593586115265),4.869882561693426,52.38459358611527,1,1,2,1
98,5446,20230023532,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Unknown,Nat,Daglicht,Droog,Kruislaan,amsterdam,POINT (124555.23009999841 484522.17550000176),POINT (4.940396078730035 52.34776568853175),4.940396078730035,52.34776568853175,1,1,2,1
99,5472,20230020774,2023,Uitsluitend materiele schade,2,bromfiets,voetganger,Voetganger,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Buitenveldertselaan,amsterdam,POINT (119688.27459999919 483132.5760000013),POINT (4.869116891992103 52.334985732726835),4.869116891992103,52.33498573272684,1,1,2,1
100,5527,20230077623,2023,Uitsluitend materiele schade,2,bestelauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Ridderspoorweg,amsterdam,POINT (122206.46709999815 490009.67909999937),POINT (4.905391307551318 52.39694841950489),4.905391307551318,52.39694841950489,1,1,2,1
101,5528,20230077820,2023,Uitsluitend materiele schade,2,personenauto,fiets,Geparkeerd voertuig,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Pieter Calandlaan,amsterdam,POINT (114944.2509999983 485058.54300000146),POINT (4.79928754074287 52.35196964235521),4.79928754074287,52.35196964235521,1,1,2,1
102,5529,20230077821,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Koos Vorrinkweg,amsterdam,POINT (114996.14600000158 485075.0700000003),POINT (4.800047224167302 52.35212195488326),4.800047224167302,52.35212195488326,1,1,2,1
103,5532,20230078002,2023,Letsel,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Brandend,Klinkers,Droog,Duisternis,Droog,Meeuwenlaan,amsterdam,POINT (122663.5399999991 488464.7980000004),POINT (4.912255309742233 52.38309126502278),4.912255309742233,52.38309126502278,1,1,1,1
104,5547,20230097448,2023,Uitsluitend materiele schade,2,snorfiets,fiets,Frontaal,Rechte weg,Binnen,Unknown,Brandend,Overig asfalt,Nat,Duisternis,Regen,Klaprozenweg,amsterdam,POINT (121326.25800000131 491101.4910000004),POINT (4.892349897746039 52.406707484307084),4.892349897746039,52.40670748430709,1,1,2,1
105,5655,20230097582,2023,Letsel,1,bromfiets,unknown,Eenzijdig,Bocht,Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Droog,Middenweg,amsterdam,POINT (123779.2190000005 485308.9470000006),POINT (4.928934666649785 52.35479315547352),4.928934666649785,52.35479315547352,1,1,1,1
106,5699,20230097091,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Kop/staart,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,Van Hallstraat,amsterdam,POINT (119751.48589999974 488734.13069999963),POINT (4.869457200500771 52.38533257083459),4.869457200500771,52.38533257083459,1,1,2,1
107,5725,20220141898,2022,Letsel,2,fiets,fiets,Onbekend,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Daglicht,Unknown,Amstelveenseweg,amsterdam,POINT (118908.4990000017 483155.7039999999),POINT (4.857674149056168 52.33514295027657),4.857674149056168,52.33514295027657,1,1,1,1
108,5762,20230087836,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rotonde,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Meeuwenlaan,amsterdam,POINT (123477.01159999892 488948.25879999995),POINT (4.924157606521756 52.3874835853413),4.924157606521756,52.3874835853413,1,1,2,1
109,5776,20230097179,2023,Uitsluitend materiele schade,3,bromfiets,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Overtoom,amsterdam,POINT (119821.79600000009 486094.8020000011),POINT (4.870766166693942 52.361616736757576),4.870766166693942,52.361616736757576,1,1,2,1
110,5994,20210074689,2021,Letsel,2,personenauto,bromfiets,Kop/staart,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Ceintuurbaan,amsterdam,POINT (120986.19299999997 485062.15100000054),POINT (4.887964031953818 52.352409312542996),4.887964031953818,52.352409312543,1,1,1,1
111,6024,20210080029,2021,Uitsluitend materiele schade,2,snorfiets,bestelauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Albert Neuhuysstraat,amsterdam,POINT (118423.02400000021 485431.09600000083),POINT (4.850304341009408 52.35556047396833),4.850304341009408,52.35556047396833,1,1,2,1
112,6033,20210087227,2021,Uitsluitend materiele schade,2,personenauto,e-bike,Frontaal,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Unknown,Zeeburgerdijk,amsterdam,POINT (124918.63300000131 486566.6020000018),POINT (4.945546416105408 52.36615972624555),4.945546416105408,52.36615972624555,1,1,2,1
113,6043,20210087284,2021,Uitsluitend materiele schade,3,snorfiets,fiets,Onbekend,Rechte weg,Binnen,30.0,Niet brandend,Unknown,Droog,Daglicht,Unknown,Lutmastraat,amsterdam,POINT (121462.7809999995 484849.9149999991),POINT (4.894980092941835 52.350531173008804),4.894980092941835,52.3505311730088,1,1,2,1
114,6047,20210085605,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,Panamalaan,amsterdam,POINT (124122.18349999934 486722.71079999954),POINT (4.933838868105759 52.367518533613755),4.933838868105759,52.36751853361376,1,1,2,1
115,6067,20210087392,2021,Uitsluitend materiele schade,2,snorfiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Volendammerweg,amsterdam,POINT (125540 489350),POINT (4.954425109388936 52.39120875803903),4.954425109388936,52.39120875803903,1,1,2,1
116,6285,20210025803,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Jacob Obrechtstraat,amsterdam,POINT (120257.1689000018 485175.4998999983),POINT (4.877252423019682 52.35338240123302),4.877252423019682,52.35338240123302,1,1,2,1
117,6300,20210012112,2021,Uitsluitend materiele schade,2,bromfiets,fiets,Frontaal,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Bos en Lommerweg,amsterdam,POINT (117606.14200000092 488016.625),POINT (4.838026571539376 52.37874224452898),4.838026571539376,52.37874224452898,1,1,2,1
118,6327,20210007606,2021,Uitsluitend materiele schade,2,bromfiets,personenauto,Kop/staart,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Middenweg,amsterdam,POINT (125077.0940000005 483973.31500000134),POINT (4.948103540696577 52.342861523656744),4.948103540696577,52.34286152365674,1,1,2,1
119,6565,20210041605,2021,Letsel,2,personenauto,fiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Burgemeester Röellstraat,amsterdam,POINT (116350 487669),POINT (4.819619320655471 52.375531078382004),4.819619320655471,52.375531078382,1,1,1,1
120,6587,20210035985,2021,Uitsluitend materiele schade,2,fiets,personenauto,Frontaal,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Gooise Kant,amsterdam,POINT (126289.06909999996 480875.3115000017),POINT (4.966152101540877 52.315083035994434),4.966152101540877,52.315083035994434,0,1,2,1
121,6702,20210039876,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,TORONTOBRUG 0350,amsterdam,POINT (122075.32770000026 485756.7972000018),POINT (4.90388134824263 52.358718671346416),4.90388134824263,52.358718671346416,1,1,2,1
122,6845,20210045634,2021,Uitsluitend materiele schade,2,bestelauto,bromfiets,Kop/staart,Rechte weg,Binnen,30.0,Unknown,Klinkers,Droog,Daglicht,Droog,Huidenstraat,amsterdam,POINT (120842.08900000155 486889.06599999964),POINT (4.885663461097022 52.36881941498595),4.885663461097022,52.36881941498595,1,1,2,1
123,6869,20210063293,2021,Letsel,2,bus,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,AMSTERDAM-OUD ZUID 8,amsterdam,POINT (118911 483378.28500000015),POINT (4.857686987269613 52.33714352035433),4.857686987269613,52.33714352035433,1,1,1,1
124,6925,20210037620,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,30.0,Niet brandend,Klinkers,Unknown,Daglicht,Droog,Slotermeerlaan,amsterdam,POINT (116285.58469999954 487515.9248000011),POINT (4.818691045003971 52.374150823043365),4.818691045003971,52.374150823043365,1,1,2,1
125,6926,20210038882,2021,Uitsluitend materiele schade,2,fiets,fiets,Frontaal,Rechte weg,Binnen,15.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Vondelpark,amsterdam,POINT (120161.52519999817 485940.4140000008),POINT (4.875769406388148 52.360250857931604),4.875769406388148,52.3602508579316,1,1,2,1
126,6935,20210047568,2021,Uitsluitend materiele schade,2,snorfiets,personenauto,Kop/staart,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Buikslotermeerplein,amsterdam,POINT (124659 489883.5),POINT (4.941435023552153 52.39595549039345),4.941435023552153,52.39595549039345,1,1,2,1
127,7037,20210065621,2021,Letsel,3,fiets,fiets,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Unknown,Overtoom,amsterdam,POINT (120281.0540000014 486279.80099999905),POINT (4.87748900490549 52.363308595898644),4.87748900490549,52.36330859589864,1,1,1,1
128,7088,20210093217,2021,Uitsluitend materiele schade,2,fiets,personenauto,Frontaal,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Nieuwe Leeuwarderweg,amsterdam,POINT (123278.87999999896 489282.73000000045),POINT (4.92121571540293 52.39047816140643),4.92121571540293,52.39047816140643,1,1,2,1
129,7089,20210093230,2021,Letsel,2,motor,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Overtoom,amsterdam,POINT (119438.90700000152 485934.311999999),POINT (4.865162308597732 52.360149714171634),4.865162308597732,52.360149714171634,1,1,1,1
130,7639,20220080498,2022,Uitsluitend materiele schade,2,snorfiets,e-bike,Flank,"Kruispunt, 3 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Nat,Daglicht,Unknown,Haarlemmerweg,amsterdam,POINT (118596 488691),POINT (4.852490238695653 52.38486953217003),4.852490238695653,52.38486953217003,1,1,2,1
131,7680,20220103343,2022,Letsel,2,bromfiets,fiets,Kop/staart,Rechte weg,Binnen,Unknown,Niet brandend,Unknown,Droog,Daglicht,Droog,Dick Hilleniuspad,amsterdam,POINT (127171.95499999821 485542.41899999976),POINT (4.9787138375370334 52.35707376971534),4.9787138375370334,52.35707376971534,-1,0,1,0
132,7783,20220080936,2022,Uitsluitend materiele schade,2,bromfiets,voetganger,Voetganger,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Halvemaansteeg,amsterdam,POINT (121527.95399999991 486683.0186999999),POINT (4.895754177528011 52.36700983496419),4.895754177528011,52.36700983496419,1,1,2,1
133,7832,20220055469,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Maassluisstraat,amsterdam,POINT (117494.97700000182 484621.09899999946),POINT (4.836772767732439 52.34821824814905),4.836772767732439,52.34821824814905,1,1,2,1
134,7854,20220054134,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Willem van Weldammelaan,amsterdam,POINT (120132.59840000048 482689.25499999896),POINT (4.875681576115647 52.331029815948014),4.875681576115647,52.331029815948014,1,1,2,1
135,7952,20220054541,2022,Uitsluitend materiele schade,2,motor,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Nieuwe Amstelstraat,amsterdam,POINT (122089.2239000015 486741.8530000001),POINT (4.903988926645803 52.367572515900285),4.903988926645803,52.367572515900285,1,1,2,1
136,7993,20220055778,2022,Letsel,2,bestelauto,e-bike,Frontaal,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Victorieplein,amsterdam,POINT (122001.95439999923 484322.9594999999),POINT (4.9029449108712475 52.34582788415818),4.902944910871248,52.34582788415818,1,1,1,1
137,8012,20220102822,2022,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Printerstraat,amsterdam,POINT (121006.46299999952 491327.5863999985),POINT (4.887627592329481 52.408719730740394),4.887627592329481,52.4087197307404,1,1,2,1
138,8048,20220102300,2022,Uitsluitend materiele schade,2,fiets,fiets,Frontaal,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Wiltzanghlaan,amsterdam,POINT (118385.19900000095 488358.2509999983),POINT (4.849430323622079 52.381865022991725),4.849430323622079,52.381865022991725,1,1,2,1
139,8049,20220102629,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Osdorper Ban,amsterdam,POINT (114866.77120000124 486139.1671000011),POINT (4.798021457620469 52.36167577901104),4.798021457620469,52.36167577901104,1,1,2,1
140,8050,20220102907,2022,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,"Kruispunt, 3 takken",Binnen,Unknown,Brandend,ZOAB,Droog,Duisternis,Droog,Holterbergweg,amsterdam,POINT (124288.08300000057 480538.1240000017),POINT (4.936838763993489 52.31194450520586),4.936838763993489,52.31194450520586,0,1,2,1
141,8051,20220103188,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Linnaeusstraat,amsterdam,POINT (123446.3273999989 486106.25459999964),POINT (4.923973724974468 52.361939821201105),4.923973724974468,52.36193982120111,1,1,2,1
142,8077,20220102419,2022,Letsel,2,personenauto,fiets,Frontaal,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,President Kennedylaan,amsterdam,POINT (121925.9162000008 483755.73739999905),POINT (4.9018847900627955 52.340725487753694),4.901884790062796,52.340725487753694,1,1,1,1
143,8100,20220103322,2022,Letsel,2,trekker,fiets,Geparkeerd voertuig,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Van Woustraat,amsterdam,POINT (121934.88199999928 485241.7199999988),POINT (4.901870352887828 52.35408106743031),4.901870352887828,52.35408106743031,1,1,1,1
144,8131,20220015995,2022,Uitsluitend materiele schade,2,personenauto,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Nassaukade,amsterdam,POINT (120049.61780000106 487217.34760000184),POINT (4.873993910507227 52.37171991157909),4.873993910507227,52.37171991157909,1,1,2,1
145,8395,20230003997,2023,Uitsluitend materiele schade,2,fiets,voetganger,Voetganger,"Kruispunt, 3 takken",Binnen,30.0,Brandend,Klinkers,Droog,Duisternis,Droog,Bos en Lommerplein,amsterdam,POINT (118136.13010000065 487938.0854999982),POINT (4.845818422203625 52.37807223350387),4.845818422203625,52.37807223350387,1,1,2,1
